PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31;TECNICA;ENVIADO
TOLEDO;SAN PABLO DE LOS MONTES;999;NIQUEL (PM10);45153999_62_M;2019;3;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;74;V;0;N;0;N;0;N;0;N;0;N;0;63;V;0;N;0;N;0;N;0;N;0;N;0;49;V;0
CORUÑA;NOIA;999;PARTICULAS EN SUSPENSION <10?M;15057999_10_M;2019;3;1;V;3;V;0;N;0;N;1;V;7;V;3;V;2;V;2;V;4;V;6;V;5;V;1;V;10;V;10;V;6;V;10;V;8;V;4;V;7;V;7;V;9;V;12;V;0;N;20;V;12;V;11;V;19;V;11;V;11;V;12;V;N;
BADAJOZ;BARCARROTA;999;DIOXIDO DE AZUFRE;06016999_1_38;2020;1;0;29;V;0;31;V;0;20;V;0;8;V;0;17;V;0;18;V;0;17;V;0;17;V;0;13;V;0;760;V;0;960;V;0;980;V;0;12;V;0;15;V;0;13;V;0;10;V;0;710;V;0;950;V;0;12;V;0;24;V;0;39;V;0
BADAJOZ;BARCARROTA;999;MONOXIDO DE NITROGENO;06016999_7_8;2020;1;0;17;V;0;32;V;0;630;V;0;17;V;0;11;V;0;23;V;0;22;V;0;41;V;0;27;V;0;830;V;0;14;V;0;14;V;0;16;V;0;530;V;0;510;V;0;440;V;0;3;V;0;380;V;0;480;V;0;14;V;0;13;V;0
BALEARES;MAHON;999;MONOXIDO DE NITROGENO;07032999_7_8;2020;1;0;13;V;0;17;V;0;24;V;1;10;V;1;90;V;0;12;V;0;71;V;0;11;V;0;14;V;0;13;V;0;12;V;0;13;V;0;33;V;0;16;V;0;15;V;0;38;V;0;16;V;0;17;V;0;11;V;0;11;V;0;10;V;0
BALEARES;MAHON;999;OZONO;07032999_14_6;2020;1;64;V;68;V;59;V;56;V;55;V;69;V;61;V;79;V;85;V;77;V;75;V;73;V;70;V;91;V;87;V;76;V;87;V;74;V;80;V;89;V;90;V;82;V;N;69;V;88;V;72;V;66;V;67;V;54;V;53;V;49;V;C;;
CORUÑA;NOIA;999;DIOXIDO DE AZUFRE;15057999_1_38;2020;1;0;67;V;0;72;V;0;65;V;0;63;V;0;60;V;0;59;V;0;55;V;0;58;V;0;59;V;0;89;V;0;68;V;0;75;V;0;74;V;0;72;V;0;61;V;0;67;V;0;82;V;0;87;V;0;89;V;0;79;V;0;69;V;0
GUADALAJARA;CAMPISABALOS;999;MONOXIDO DE NITROGENO;19061999_7_8;2020;1;0;22;V;0;24;V;0;24;V;0;20;V;0;19;V;0;21;V;0;22;V;0;19;V;0;64;V;0;20;V;0;21;V;0;22;V;0;24;V;0;28;V;0;38;V;0;27;V;0;21;V;0;37;V;0;21;V;0;22;V;0;21;V;0
BALEARES;MAHON;999;DIOXIDO DE AZUFRE;07032999_1_38;2020;1;0;39;V;0;32;V;0;32;V;0;71;V;0;94;V;0;25;V;0;34;V;0;27;V;0;26;V;0;27;V;0;27;V;0;27;V;0;33;V;0;21;V;0;30;V;0;44;V;0;28;V;0;29;V;0;22;V;0;20;V;0;19;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;BENCENO;45153999_30_M;2019;2;0;N;0;N;0;N;0;5508;V;0;N;0;N;0;5832;V;0;N;0;N;0;N;0;3240;V;0;N;0;N;0;6804;V;0;N;0;N;0;N;0;3888;V;0;N;0;N;0;2916;V;0;N;0;N;0;N;0;4212;V;0;N;0;N;0;2268;V
TOLEDO;SAN PABLO DE LOS MONTES;999;PLOMO (PM10);45153999_19_M;2019;2;0;N;0;N;0;N;0;490;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;1130;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;3920;V;0;N;0;N;0;N;0;1810;V;0;N;0;N;0;N;0;1040;V;0;N;0
TOLEDO;SAN PABLO DE LOS MONTES;999;CADMIO (PM10);45153999_28_M;2019;2;0;N;0;N;0;N;0;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;2;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;4;V;0;N;0;N;0;N;0;3;V;0;N;0
TOLEDO;SAN PABLO DE LOS MONTES;999;ARSENICO (PM10);45153999_17_M;2019;2;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;13;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;39;V;0;N;0;N;0;N;0;24;V;0;N;0;N;0;N;0;13;V;0;N;0
TOLEDO;SAN PABLO DE LOS MONTES;999;NIQUEL (PM10);45153999_62_M;2019;2;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;42;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;1;64;V;0;N;0;N;0;N;0;89;V;0;N;0;N;0;N;0;28;V;0;N;0
ZAMORA;PEÑAUSENDE;999;OZONO;49149999_14_6;2019;11;45;V;66;V;72;V;71;V;62;V;53;V;64;V;59;V;54;V;62;V;55;V;60;V;60;V;68;V;60;V;57;V;61;V;61;V;60;V;57;V;62;V;65;V;73;V;62;V;65;V;59;V;67;V;64;V;58;V;61;V;N;C;;
BALEARES;MAHON;999;PARTICULAS EN SUSPENSION <10?M;07032999_10_M;2019;3;21;V;19;V;22;V;21;V;20;V;21;V;11;V;8;V;9;V;9;V;28;V;17;V;18;V;17;V;20;V;11;V;19;V;22;V;17;V;21;V;0;N;27;V;14;V;14;V;0;N;28;V;21;V;19;V;14;V;21;V;22;V;N;
BALEARES;MAHON;999;PARTICULAS EN SUSPENSION <2,5?M;07032999_9_M;2019;3;7;V;9;V;12;V;8;V;10;V;6;V;4;V;3;V;6;V;3;V;6;V;5;V;3;V;4;V;5;V;5;V;6;V;5;V;4;V;6;V;8;V;9;V;11;V;13;V;0;N;8;V;7;V;8;V;5;V;6;V;9;V;N;
GRANADA;VIZNAR;999;PLOMO (PM10);18189999_19_M;2019;3;0;N;0;N;0;N;0;870;V;0;N;0;N;0;N;0;N;0;N;0;N;0;1030;V;0;N;0;N;0;N;0;N;0;N;0;1940;V;0;N;0;N;0;N;0;N;0;N;0;1160;V;0;N;0;N;0;N;0;N;0;N;0;1270;V;0
GRANADA;VIZNAR;999;CADMIO (PM10);18189999_28_M;2019;3;0;N;0;N;0;N;0;4;V;0;N;0;N;0;N;0;N;0;N;0;N;0;4;V;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;3;V;0;N;0;N;0;N;0;N;0;N;0;3;V;0
GRANADA;VIZNAR;999;ARSENICO (PM10);18189999_17_M;2019;3;0;N;0;N;0;N;0;20;V;0;N;0;N;0;N;0;N;0;N;0;N;0;11;V;0;N;0;N;0;N;0;N;0;N;0;33;V;0;N;0;N;0;N;0;N;0;N;0;23;V;0;N;0;N;0;N;0;N;0;N;0;18;V;0
GRANADA;VIZNAR;999;NIQUEL (PM10);18189999_62_M;2019;3;0;N;0;N;0;N;0;84;V;0;N;0;N;0;N;0;N;0;N;0;N;3;49;V;0;N;0;N;0;N;0;N;0;N;1;37;V;0;N;0;N;0;N;0;N;0;N;2;43;V;0;N;0;N;0;N;0;N;0;N;1;65;V;0
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <10?M;18189999_10_M;2019;3;21;V;23;V;20;V;13;V;11;V;0;N;11;V;12;V;15;V;20;V;19;V;17;V;18;V;15;V;0;N;16;V;39;V;28;V;16;V;14;V;15;V;21;V;20;V;14;V;28;V;46;V;20;V;18;V;19;V;22;V;5;V;N;
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <2,5?M;18189999_9_M;2019;3;14;V;17;V;14;V;11;V;9;V;5;V;5;V;7;V;10;V;16;V;14;V;11;V;15;V;9;V;0;N;10;V;20;V;14;V;11;V;13;V;12;V;18;V;15;V;8;V;17;V;30;V;12;V;13;V;10;V;12;V;4;V;N;
CORUÑA;NOIA;999;MONOXIDO DE NITROGENO;15057999_7_8;2020;1;0;910;V;0;11;V;0;13;V;0;12;V;0;11;V;0;980;V;0;12;V;0;12;V;0;10;V;0;16;V;0;980;V;0;10;V;0;10;V;0;10;V;0;12;V;0;10;V;0;980;V;0;9;V;0;14;V;0;18;V;0;16;V;0
CORUÑA;NOIA;999;DIOXIDO DE NITROGENO;15057999_8_8;2020;1;2;60;V;8;60;V;5;40;V;2;V;3;40;V;8;20;V;5;40;V;8;V;5;V;3;30;V;8;V;5;80;V;6;30;V;6;10;V;4;10;V;4;50;V;4;V;3;V;1;30;V;2;V;2;30;V;2;70;V;3;V;3;90;V
GIRONA;CADAQUES;999;DIOXIDO DE AZUFRE;17032999_1_38;2020;1;0;87;V;0;88;V;0;96;V;0;76;V;0;78;V;0;83;V;0;82;V;0;75;V;0;91;V;0;76;V;0;75;V;0;82;V;0;90;V;0;98;V;0;96;V;0;97;V;0;85;V;0;77;V;0;82;V;0;80;V;0;83;V;0
GIRONA;CADAQUES;999;MONOXIDO DE NITROGENO;17032999_7_8;2020;1;0;57;V;0;41;V;0;34;V;0;17;V;0;18;V;0;23;V;0;39;V;0;19;V;0;41;V;0;12;V;0;13;V;0;27;V;0;12;V;0;51;V;0;16;V;0;20;V;0;21;V;0;940;V;0;910;V;0;790;V;0;520;V;0
GIRONA;CADAQUES;999;DIOXIDO DE NITROGENO;17032999_8_8;2020;1;5;30;V;6;20;V;6;70;V;2;40;V;2;40;V;5;40;V;2;90;V;2;10;V;6;80;V;2;20;V;2;10;V;3;50;V;3;90;V;7;40;V;7;10;V;6;10;V;4;30;V;1;60;V;2;40;V;3;20;V;3;80;V;2
GIRONA;CADAQUES;999;OZONO;17032999_14_6;2020;1;48;V;49;V;50;V;66;V;69;V;56;V;66;V;66;V;68;V;73;V;65;V;60;V;64;V;63;V;74;V;68;V;65;V;75;V;62;V;61;V;65;V;69;V;74;V;64;V;66;V;63;V;44;V;53;V;66;V;49;V;52;V;C;
GRANADA;VIZNAR;999;MONOXIDO DE NITROGENO;18189999_7_8;2020;1;0;36;V;0;53;V;9;V;0;57;V;0;55;V;2;50;V;4;20;V;0;91;V;1;80;V;0;11;V;0;41;V;0;53;V;0;33;V;1;V;0;36;V;0;23;V;0;29;V;0;780;V;0;680;V;0;20;V;0;13;V;1;60;V
GRANADA;VIZNAR;999;DIOXIDO DE NITROGENO;18189999_8_8;2020;1;2;40;V;5;10;V;17;V;3;40;V;2;70;V;12;V;10;V;7;10;V;13;V;3;20;V;2;20;V;3;V;4;V;5;50;V;3;10;V;3;50;V;6;30;V;1;80;V;1;10;V;1;40;V;2;10;V;5;30;V;1;60;V;2
GUADALAJARA;CAMPISABALOS;999;DIOXIDO DE AZUFRE;19061999_1_38;2020;1;0;65;V;0;66;V;0;70;V;0;59;V;0;62;V;0;63;V;0;65;V;0;68;V;0;66;V;0;62;V;0;69;V;0;79;V;0;73;V;0;70;V;0;64;V;0;53;V;0;47;V;0;49;V;0;56;V;0;66;V;0;59;V;0
GUADALAJARA;CAMPISABALOS;999;DIOXIDO DE NITROGENO;19061999_8_8;2020;1;0;57;V;0;86;V;1;40;V;1;10;V;0;46;V;0;83;V;0;80;V;0;65;V;4;40;V;1;V;0;73;V;0;90;V;2;90;V;4;10;V;5;90;V;3;60;V;1;70;V;4;10;V;0;72;V;1;V;1;70;V;1;20;V
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <10?M;19061999_10_47;2020;1;4;70;V;6;30;V;7;20;V;5;70;V;5;20;V;4;60;V;6;40;V;5;90;V;7;10;V;5;10;V;6;20;V;5;V;7;80;V;8;40;V;9;60;V;9;40;V;5;60;V;4;20;V;4;20;V;6;40;V;3;60;V;16;V
GUADALAJARA;CAMPISABALOS;999;OZONO;19061999_14_6;2020;1;51;V;47;V;47;V;60;V;50;V;57;V;65;V;70;V;53;V;75;V;61;V;58;V;55;V;54;V;64;V;65;V;74;V;64;V;77;V;75;V;68;V;78;V;73;V;68;V;71;V;72;V;69;V;73;V;73;V;63;V;62;V;C;
HUELVA;ALMONTE;999;DIOXIDO DE AZUFRE;21005999_1_38;2020;1;0;43;V;0;44;V;0;45;V;0;35;V;0;36;V;0;43;V;0;41;V;0;52;V;0;57;V;0;39;V;0;45;V;0;44;V;0;47;V;0;52;V;0;57;V;0;59;V;0;51;V;0;33;V;0;42;V;0;25;V;0;35;V;0
HUELVA;ALMONTE;999;MONOXIDO DE NITROGENO;21005999_7_8;2020;1;0;54;V;0;76;V;1;10;V;0;52;V;0;39;V;0;47;V;0;94;V;0;82;V;1;10;V;0;23;V;0;40;V;0;65;V;0;77;V;0;67;V;0;46;V;1;10;V;0;60;V;0;52;V;0;18;V;0;25;V;0;32;V;0
HUELVA;ALMONTE;999;DIOXIDO DE NITROGENO;21005999_8_8;2020;1;4;10;V;6;30;V;9;60;V;4;70;V;3;50;V;3;50;V;7;90;V;8;90;V;7;20;V;2;30;V;4;50;V;5;50;V;6;70;V;5;80;V;7;70;V;12;V;6;80;V;4;90;V;1;70;V;2;70;V;3;60;V;5;V
HUELVA;ALMONTE;999;OZONO;21005999_14_6;2020;1;35;V;34;V;41;V;36;V;42;V;35;V;31;V;33;V;33;V;54;V;53;V;42;V;34;V;50;V;52;V;45;V;40;V;39;V;64;V;62;V;46;V;40;V;64;V;53;V;N;47;V;36;V;27;V;32;V;32;V;33;V;C;;
LLEIDA;TORMS (ELS);999;DIOXIDO DE AZUFRE;25224999_1_38;2020;1;0;48;V;0;52;V;0;55;V;0;54;V;0;53;V;0;56;V;0;55;V;0;59;V;0;64;V;0;60;V;0;62;V;0;63;V;0;63;V;0;63;V;0;68;V;0;71;V;0;63;V;0;65;V;0;55;V;0;48;V;N;0;41;V
LLEIDA;TORMS (ELS);999;OZONO;25224999_14_6;2020;1;34;V;26;V;22;V;31;V;39;V;27;V;36;V;29;V;27;V;31;V;55;V;52;V;29;V;51;V;53;V;59;V;67;V;59;V;48;V;56;V;N;63;V;64;V;39;V;50;V;52;V;62;V;60;V;60;V;57;V;55;V;C;;
CORUÑA;NOIA;999;PARTICULAS EN SUSPENSION <10?M;15057999_10_M;2019;2;7;V;6;V;5;V;2;V;2;V;2;V;5;V;2;V;2;V;9;V;6;V;9;V;9;V;12;V;19;V;14;V;2;V;6;V;6;V;16;V;32;V;29;V;31;V;0;N;25;V;0;N;4;V;5;V;0;N;0;N;0;N;N;
BALEARES;MAHON;999;PARTICULAS EN SUSPENSION <10?M;07032999_10_M;2019;2;30;V;16;V;33;V;18;V;10;V;13;V;12;V;13;V;16;V;21;V;23;V;16;V;0;N;0;N;7;V;11;V;18;V;20;V;12;V;9;V;10;V;28;V;25;V;27;V;21;V;17;V;0;N;19;V;0;N;0;N;0;N;N;
BALEARES;MAHON;999;PARTICULAS EN SUSPENSION <2,5?M;07032999_9_M;2019;2;4;V;3;V;7;V;4;V;6;V;6;V;5;V;5;V;12;V;7;V;5;V;4;V;4;V;3;V;3;V;4;V;5;V;8;V;9;V;7;V;8;V;12;V;10;V;7;V;8;V;7;V;6;V;8;V;0;N;0;N;0;N;N;
GRANADA;VIZNAR;999;PLOMO (PM10);18189999_19_M;2019;2;0;N;0;N;0;N;0;510;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;990;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;29;V;0;N;0;N;0;N;0;1260;V;0;N;0;N;0;N;0;1160;V;0;N;0
GRANADA;VIZNAR;999;CADMIO (PM10);18189999_28_M;2019;2;0;N;0;N;0;N;0;1;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;2;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;4;V;0;N;0;N;0;N;0;3;V;0;N;0;N;0;N;0;4;V;0;N;0
GUADALAJARA;CAMPISABALOS;999;PARTICULAS EN SUSPENSION <10?M;19061999_10_47;2019;11;4;10;V;4;80;V;5;50;V;4;V;4;30;V;4;50;V;3;10;V;4;90;V;4;80;V;3;70;V;4;10;V;6;10;V;3;50;V;3;20;V;3;60;V;4;30;V;5;50;V;5;60;V;5;V;6;40;V;4;10;V;3;30;V
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE AZUFRE;45153999_1_38;2019;11;0;29;V;0;23;V;0;30;V;0;29;V;0;33;V;0;41;V;0;37;V;0;43;V;0;49;V;0;45;V;0;47;V;0;51;V;0;34;V;0;28;V;0;39;V;0;45;V;0;39;V;0;36;V;0;42;V;0;41;V;0;28;V;0
ASTURIAS;LLANES;999;PLOMO (PM10);33036999_19_M;2019;3;0;N;0;N;0;N;0;1280;V;0;N;0;N;0;N;0;N;0;N;0;N;0;490;V;0;N;0;N;0;N;0;N;0;N;0;4920;V;0;N;0;N;0;N;0;N;0;N;0;5030;V;0;N;0;N;0;N;0;N;0;N;0;9420;V;0
ASTURIAS;LLANES;999;CADMIO (PM10);33036999_28_M;2019;3;0;N;0;N;0;N;0;12;V;0;N;0;N;0;N;0;N;0;N;0;N;0;3;V;0;N;0;N;0;N;0;N;0;N;0;6;V;0;N;0;N;0;N;0;N;0;N;0;28;V;0;N;0;N;0;N;0;N;0;N;0;23;V;0
ASTURIAS;LLANES;999;ARSENICO (PM10);33036999_17_M;2019;3;0;N;0;N;0;N;0;20;V;0;N;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;31;V;0;N;0;N;0;N;0;N;0;N;0;33;V;0
ASTURIAS;LLANES;999;NIQUEL (PM10);33036999_62_M;2019;3;0;N;0;N;0;N;0;49;V;0;N;0;N;0;N;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;0;10;V;0;N;0;N;0;N;0;N;0;N;1;21;V;0;N;0;N;0;N;0;N;0;N;1;21;V;0
ASTURIAS;LLANES;999;PARTICULAS EN SUSPENSION <10?M;33036999_10_M;2019;3;17;V;38;V;45;V;39;V;30;V;10;V;13;V;13;V;12;V;11;V;19;V;21;V;14;V;23;V;27;V;26;V;12;V;9;V;6;V;14;V;21;V;27;V;23;V;26;V;27;V;29;V;23;V;25;V;32;V;18;V;26;V;N;
ASTURIAS;LLANES;999;PARTICULAS EN SUSPENSION <2,5?M;33036999_9_M;2019;3;8;V;25;V;36;V;24;V;20;V;9;V;6;V;6;V;6;V;5;V;7;V;5;V;3;V;5;V;5;V;9;V;2;V;3;V;2;V;5;V;8;V;9;V;10;V;12;V;11;V;19;V;10;V;14;V;19;V;17;V;13;V;N;
LUGO;SAVIÑAO (O);999;DIOXIDO DE AZUFRE;27058999_1_38;2020;1;0;67;V;0;75;V;0;64;V;0;62;V;0;64;V;0;65;V;0;68;V;0;76;V;0;80;V;0;65;V;0;69;V;0;70;V;0;76;V;0;70;V;0;70;V;0;65;V;0;62;V;0;63;V;0;64;V;0;93;V;0;70;V;0
LUGO;SAVIÑAO (O);999;MONOXIDO DE NITROGENO;27058999_7_8;2020;1;0;28;V;0;27;V;0;11;V;0;8;V;0;13;V;0;30;V;0;23;V;0;41;V;0;13;V;0;12;V;0;23;V;0;28;V;0;19;V;0;13;V;0;20;V;0;14;V;0;15;V;0;14;V;0;12;V;0;13;V;0;15;V;0
LUGO;SAVIÑAO (O);999;DIOXIDO DE NITROGENO;27058999_8_8;2020;1;3;10;V;3;80;V;2;20;V;1;60;V;2;50;V;3;30;V;3;30;V;4;70;V;4;80;V;2;20;V;2;80;V;2;70;V;2;60;V;1;60;V;1;40;V;0;86;V;1;40;V;0;87;V;0;57;V;0;89;V;1;30;V;1
LUGO;SAVIÑAO (O);999;PARTICULAS EN SUSPENSION <10?M;27058999_10_47;2020;1;8;60;V;14;V;10;V;5;90;V;5;50;V;6;90;V;7;70;V;9;80;V;15;V;10;V;7;30;V;8;30;V;9;50;V;7;30;V;5;50;V;11;V;8;V;6;40;V;6;90;V;7;V;5;V;4;50;V;19;V;15;V;9;70
LUGO;SAVIÑAO (O);999;OZONO;27058999_14_6;2020;1;22;V;36;V;41;V;40;V;32;V;18;V;25;V;32;V;54;V;55;V;39;V;34;V;54;V;73;V;65;V;67;V;61;V;63;V;68;V;69;V;61;V;59;V;N;48;V;51;V;54;V;65;V;61;V;61;V;62;V;52;V;C;;
ASTURIAS;LLANES;999;DIOXIDO DE AZUFRE;33036999_1_38;2020;1;0;69;V;1;50;V;0;94;V;0;67;V;1;90;V;2;10;V;2;V;1;V;0;96;V;0;65;V;0;66;V;0;82;V;0;90;V;0;71;V;0;56;V;0;50;V;0;59;V;N;N;0;56;V;N;N;0;62;V;3;30;V;1;70
ASTURIAS;LLANES;999;MONOXIDO DE NITROGENO;33036999_7_8;2020;1;0;50;V;0;70;V;0;46;V;0;51;V;0;63;V;0;55;V;0;77;V;0;60;V;0;54;V;0;49;V;0;56;V;0;58;V;0;77;V;0;54;V;0;44;V;0;42;V;0;48;V;N;N;0;39;V;N;N;0;63;V;1;10;V
TOLEDO;SAN PABLO DE LOS MONTES;999;MONOXIDO DE NITROGENO;45153999_7_8;2020;1;0;13;V;0;16;V;0;14;V;0;26;V;0;10;V;0;10;V;0;20;V;0;16;V;0;42;V;0;42;V;0;9;V;0;11;V;0;570;V;0;690;V;0;470;V;0;570;V;0;530;V;0;530;V;0;650;V;0;14;V;0;880;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;DIOXIDO DE NITROGENO;45153999_8_8;2020;1;1;40;V;1;50;V;1;90;V;4;20;V;0;98;V;1;30;V;1;80;V;2;30;V;2;90;V;4;V;1;30;V;1;V;0;65;V;0;63;V;0;72;V;0;68;V;0;66;V;0;55;V;1;10;V;2;V;2;60;V;1;40;V;1
TOLEDO;SAN PABLO DE LOS MONTES;999;OZONO;45153999_14_6;2020;1;71;V;67;V;60;V;62;V;70;V;71;V;76;V;77;V;60;V;67;V;74;V;78;V;81;V;82;V;80;V;84;V;81;V;75;V;70;V;70;V;56;V;64;V;67;V;64;V;73;V;72;V;78;V;68;V;68;V;74;V;68;V;C;
VALENCIA;ZARRA;999;DIOXIDO DE NITROGENO;46263999_8_8;2020;1;2;10;V;2;50;V;3;70;V;2;90;V;1;80;V;1;50;V;4;10;V;5;90;V;5;10;V;6;60;V;1;90;V;3;V;3;V;4;10;V;3;V;2;90;V;2;10;V;1;60;V;1;50;V;2;60;V;2;20;V;2;10;V;3
VALENCIA;ZARRA;999;PARTICULAS EN SUSPENSION <10?M;46263999_10_47;2020;1;7;90;V;7;50;V;9;80;V;7;80;V;6;60;V;5;90;V;9;V;11;V;10;V;12;V;5;30;V;6;70;V;8;50;V;11;V;14;V;14;V;11;V;5;20;V;N;3;V;15;V;38;V;153;V;56;V;24;V;5;90;V;9;50
VALENCIA;ZARRA;999;OZONO;46263999_14_6;2020;1;56;V;59;V;62;V;51;V;55;V;67;V;58;V;56;V;63;V;59;V;67;V;67;V;70;V;72;V;75;V;70;V;76;V;71;V;72;V;71;V;72;V;76;V;66;V;69;V;69;V;66;V;71;V;73;V;66;V;63;V;62;V;C;
ZAMORA;PEÑAUSENDE;999;MONOXIDO DE NITROGENO;49149999_7_8;2020;1;0;24;V;0;980;V;0;16;V;0;930;V;0;11;V;0;32;V;0;37;V;0;27;V;0;950;V;0;850;V;0;11;V;0;18;V;0;15;V;0;680;V;0;5;V;0;530;V;0;530;V;0;10;V;0;680;V;0;690;V;0;650;V;0
ZAMORA;PEÑAUSENDE;999;DIOXIDO DE NITROGENO;49149999_8_8;2020;1;0;96;V;0;71;V;1;40;V;1;30;V;0;86;V;1;10;V;1;50;V;1;10;V;1;10;V;0;76;V;1;10;V;0;66;V;0;72;V;0;64;V;0;59;V;0;53;V;0;63;V;1;10;V;0;41;V;0;64;V;1;10;V;1
ZAMORA;PEÑAUSENDE;999;OZONO;49149999_14_6;2020;1;61;V;62;V;49;V;48;V;47;V;45;V;35;V;62;V;54;V;67;V;59;V;60;V;61;V;69;V;69;V;66;V;69;V;64;V;64;V;63;V;54;V;54;V;49;V;52;V;42;V;58;V;63;V;64;V;57;V;62;V;53;V;C;
BADAJOZ;BARCARROTA;999;DIOXIDO DE NITROGENO;06016999_8_8;2020;1;1;10;V;1;30;V;1;10;V;1;80;V;1;30;V;1;40;V;2;50;V;2;40;V;2;30;V;1;20;V;1;60;V;0;97;V;1;20;V;0;78;V;0;83;V;0;98;V;0;57;V;0;81;V;0;45;V;1;80;V;2;60;V;1
ZAMORA;PEÑAUSENDE;999;DIOXIDO DE AZUFRE;49149999_1_38;2020;1;0;16;V;0;13;V;0;16;V;0;14;V;0;14;V;0;14;V;0;14;V;0;14;V;0;19;V;0;14;V;0;14;V;0;14;V;0;16;V;0;14;V;0;15;V;0;15;V;0;22;V;0;20;V;0;14;V;0;27;V;0;27;V;0
TOLEDO;SAN PABLO DE LOS MONTES;999;PARTICULAS EN SUSPENSION <10?M;45153999_10_M;2019;8;18;V;17;V;18;V;17;V;11;V;7;V;9;V;8;V;7;V;10;V;9;V;9;V;13;V;11;V;18;V;10;V;11;V;10;V;8;V;21;V;14;V;10;V;11;V;14;V;18;V;12;V;10;V;11;V;13;V;12;V;12;V;N;
TOLEDO;SAN PABLO DE LOS MONTES;999;PARTICULAS EN SUSPENSION <2,5?M;45153999_9_M;2019;8;10;V;8;V;0;N;9;V;8;V;6;V;5;V;5;V;5;V;7;V;6;V;7;V;7;V;8;V;8;V;7;V;8;V;6;V;6;V;10;V;10;V;8;V;8;V;10;V;12;V;10;V;9;V;10;V;11;V;10;V;0;N;N;
LLEIDA;TORMS (ELS);999;MONOXIDO DE NITROGENO;25224999_7_8;2020;1;0;13;V;0;41;V;0;40;V;0;20;V;0;17;V;0;52;V;0;17;V;0;66;V;1;10;V;0;22;V;0;15;V;0;19;V;1;20;V;0;54;V;0;30;V;0;31;V;0;17;V;0;17;V;0;12;V;0;18;V;N;0;14;V
ZAMORA;PEÑAUSENDE;999;PARTICULAS EN SUSPENSION <10?M;49149999_10_47;2020;1;N;N;14;V;5;50;V;4;V;15;V;11;V;19;V;13;V;9;10;V;12;V;19;V;11;V;9;V;12;V;14;V;10;V;8;80;V;7;V;N;N;19;V;18;V;11;V;7;60;V;12;V;6;90;V;5;10;V;4;60;V;7;50;V
GRANADA;VIZNAR;999;ARSENICO (PM10);18189999_17_M;2019;2;0;N;0;N;0;N;0;5;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;11;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;26;V;0;N;0;N;0;N;0;17;V;0;N;0;N;0;N;0;10;V;0;N;0
GRANADA;VIZNAR;999;NIQUEL (PM10);18189999_62_M;2019;2;0;N;0;N;0;N;2;26;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;1;91;V;0;N;0;N;0;N;0;N;0;N;0;N;0;N;2;87;V;0;N;0;N;0;N;0;67;V;0;N;0;N;0;N;1;83;V;0;N;0
GRANADA;VIZNAR;999;PARTICULAS EN SUSPENSION <10?M;18189999_10_M;2019;2;2;V;3;V;3;V;6;V;9;V;9;V;21;V;13;V;12;V;0;N;10;V;12;V;0;N;14;V;19;V;14;V;15;V;48;V;36;V;31;V;33;V;40;V;32;V;20;V;15;V;11;V;13;V;16;V;0;N;0;N;0;N;N;
